gene,fbgn,gene_transcript_start,fc3.count,fc4.count,fc5.count,fc6.count,p,q,logConc,logFC
DNApol-epsilon,FBgn0020756,DNApol-epsilon-PA-4584,0,0,13,19,3.49792903068443e-09,3.2481240989648e-07,-33.9000544202331,32.2319996471616
CG6693,FBgn0037878,CG6693-PA-439,455,500,422,388,3.5307263557791e-09,3.2734322938713e-07,-12.8780616110395,-0.489881238470041
armi,FBgn0041164,armi-PB-3372,115,106,71,65,3.58761224349095e-09,3.32095930840264e-07,-15.2206587923214,-0.953039966315657
CG42669,FBgn0261551,CG42669-PE-3070,9,11,43,47,3.77219263336201e-09,3.48635606480585e-07,-17.2514898023088,1.91765693869003
CG6361,FBgn0030925,CG6361-PA-417,29,26,81,95,3.88614790506769e-09,3.58606442152324e-07,-16.0373414269777,1.42640606567319
sesB,FBgn0003360,sesB-PA-714,1441,1661,1188,1078,3.90137778590279e-09,3.59450186084005e-07,-11.2869909061846,-0.704796148824168
CG10516,FBgn0036549,CG10516-PA-254,318,318,264,245,3.93541966963822e-09,3.61458810030317e-07,-13.5061842100144,-0.573984257661327
pio,FBgn0020521,pio-PB-1296,63,66,188,140,3.9297603682006e-09,3.61458810030317e-07,-14.9749577459011,1.09212017455447
l(3)neo43,FBgn0011476,l(3)neo43-PB-108,82,90,31,52,3.96119767330219e-09,3.63261509611616e-07,-15.757078503575,-1.30171329036857
CkIIalpha,FBgn0000258,CkIIalpha-PA-700,1030,939,736,683,3.97014062146086e-09,3.63517154763156e-07,-11.9508086676207,-0.727068076688002
Fas3,FBgn0000636,Fas3-PA-1227,173,181,424,341,4.05952058786943e-09,3.70971721025774e-07,-13.6358730502463,0.857550026824856
CG2970,FBgn0034936,CG2970-PA-883,28,41,12,7,4.06411838368512e-09,3.70971721025774e-07,-17.4808096651615,-2.11249931604358
yip2,FBgn0040064,yip2-PA-1105,407,456,361,362,4.07749472283669e-09,3.71618338489644e-07,-13.0329521306735,-0.507243008609535
Ip259,FBgn0025366,Ip259-PA-414,11,16,0,0,4.12071923537835e-09,3.74402210158423e-07,-33.896727475728,-32.2386535361717
l(2)not,FBgn0011297,l(2)not-PA-1473,14,13,0,0,4.12071923537835e-09,3.74402210158423e-07,-33.8966834333486,-32.2387416209305
Atf-2,FBgn0050420,Atf-2-PA-530,37,33,101,87,4.1271946801512e-09,3.74414536744039e-07,-15.8165035742167,1.17271628249723
Cpr31A,FBgn0053302,Cpr31A-PA-652,4,7,34,35,4.14747377316798e-09,3.7567715658858e-07,-17.874435277663,2.39679423372705
CG6345,FBgn0037816,CG6345-PA-1440,101,116,67,65,4.3157028080981e-09,3.90316656111267e-07,-15.2555031427877,-0.969380185126895
RpL22,FBgn0015288,RpL22-PA-615,6506,7055,10351,9326,4.37035870734392e-09,3.9465541978336e-07,-8.66339258909236,0.284339482960723
TfIIB,FBgn0004915,TfIIB-PA-433,40,45,17,14,4.41846403457213e-09,3.983903037462e-07,-16.9766568179172,-1.70755683450168
CG4389,FBgn0028479,CG4389-PA-555,17,7,66,45,4.44020812810242e-09,3.99740566508342e-07,-16.9689061159627,1.95363836477726
CG9318,FBgn0032880,CG9318-PA-1691,1437,1610,2260,2308,4.45037953531317e-09,4.00046445352398e-07,-10.7931560029689,0.33308566895839
Gapdh2,FBgn0001092,Gapdh2-PA-526,2714,2817,4129,4015,4.47939854479744e-09,4.01432957903865e-07,-9.94588824377532,0.305933514503627
AnnIX,FBgn0000083,AnnIX-PA-792,416,424,686,687,4.47836556136824e-09,4.01432957903865e-07,-12.5895529482836,0.456653951505076
CG1785,FBgn0030061,CG1785-PA-822,282,281,490,473,4.51651051285018e-09,4.04145572527131e-07,-13.1341317680583,0.521907590016265
CG6195,FBgn0038723,CG6195-PA-1048,429,447,367,370,4.57551899429981e-09,4.08806355166957e-07,-13.0081581101905,-0.501445451754882
EfTuM,FBgn0024556,EfTuM-PA-1263,245,253,424,440,4.93172422625158e-09,4.39966418963694e-07,-13.3007779195807,0.542832356391439
dac,FBgn0005677,dac-PA-2194,22,17,90,61,4.96426497367875e-09,4.42201449193845e-07,-16.3972700445012,1.69752045342655
jub,FBgn0030530,jub-PB-1785,253,269,473,427,5.40730047450465e-09,4.80940288288096e-07,-13.2377379205866,0.533281838732647
CG4806,FBgn0260456,CG4806-PA-1890,133,116,81,58,5.53143862467049e-09,4.91241657587654e-07,-15.1190047858904,-1.09583871649724
CG3609,FBgn0031418,CG3609-PA-306,119,125,84,72,5.71880146736926e-09,5.07118584174015e-07,-15.0504070931554,-0.897817133692691
CG13295,FBgn0035674,CG13295-PA-842,383,386,312,325,5.77895989933765e-09,5.11684878163543e-07,-13.207200317095,-0.523910344860882
CG10638,FBgn0036290,CG10638-PA-427,35,47,10,16,5.82125340477608e-09,5.14658059250398e-07,-17.1295149571554,-1.90820195092934
Lcp1,FBgn0002531,Lcp1-PA-15,17,10,52,60,5.85764446405709e-09,5.17101295602816e-07,-16.8766308701722,1.80015218310591
RpS10b,FBgn0261593,RpS10b-PB-65,773,786,739,661,5.88158026699848e-09,5.1843935434089e-07,-12.1297364210817,-0.408157076513104
I-2,FBgn0028429,I-2-PA-591,250,283,472,442,5.97939790714659e-09,5.26276127571182e-07,-13.2115755525619,0.525828630358107
CG10217,FBgn0039113,CG10217-PA-1455,529,531,455,461,6.21936193471798e-09,5.46581960030617e-07,-12.7136618785293,-0.462960783478903
Crg-1,FBgn0021738,Crg-1-PB-328,410,402,336,343,6.25155315765977e-09,5.48594690022394e-07,-13.1218619793099,-0.510473250868695
eve,FBgn0000606,eve-PA-560,35,32,97,84,6.45806002137263e-09,5.65875532258494e-07,-15.8754739697406,1.18119349204451
IP3K1,FBgn0032147,IP3K1-PA-1033,137,159,97,104,6.49902010835181e-09,5.68620932680061e-07,-14.7281858645735,-0.810420389509226
CG8600,FBgn0035765,CG8600-PB-547,16,21,2,2,6.58702013975344e-09,5.74617777568034e-07,-19.0537137059447,-3.46176438486135
CG10863,FBgn0027552,CG10863-PA-856,20,17,1,3,6.58702013975344e-09,5.74617777568034e-07,-19.0536405133176,-3.46185174131513
CG33156,FBgn0053156,CG33156-PA-1193,90,77,175,176,6.61506783506791e-09,5.76213386730739e-07,-14.7387298970712,0.819125995537619
mRpL33,FBgn0040907,mRpL33-PA-48,373,387,346,284,6.70300019054681e-09,5.83012938517398e-07,-13.2241452556317,-0.523591590114266
Kr-h1,FBgn0028420,Kr-h1-PA-1509,1,4,24,26,7.11832481500856e-09,6.18226510183493e-07,-18.6755175854863,3.06964058136469
SF2,FBgn0040284,SF2-PA-483,1391,1397,1293,1314,7.40572306790253e-09,6.42062456901022e-07,-11.2614166851542,-0.349056447212287
CG2604,FBgn0037298,CG2604-PA-366,33,31,94,82,7.41620408553178e-09,6.42062456901022e-07,-15.9287273541038,1.20689553983107
sar1,FBgn0038947,sar1-PA-496,18,25,1,5,7.42538958419516e-09,6.42062456901022e-07,-18.6528587032383,-3.0928277610618
Mta70,FBgn0039139,Mta70-PA-1200,84,95,203,167,7.5225215419823e-09,6.49510346822209e-07,-14.6510386467391,0.794936790316488
CG10933,FBgn0034264,CG10933-PA-862,131,138,251,261,7.70539120157378e-09,6.64328457784736e-07,-14.1225678397544,0.676423755566187
Gprk1,FBgn0260798,Gprk1-PA-1071,17,16,54,61,8.0326835374818e-09,6.91536770199125e-07,-16.7133902559108,1.54882801488285
CG7200,FBgn0032671,CG7200-PA-1133,14,12,0,0,8.18448874785913e-09,7.02557465800966e-07,-33.9239001267813,-32.1843082340651
CG15141,FBgn0032635,CG15141-PA-1074,14,12,0,0,8.18448874785913e-09,7.02557465800966e-07,-33.9239001267813,-32.1843082340651
nub,FBgn0085424,nub-PB-2763,114,155,313,279,8.34377607877505e-09,7.15191186734828e-07,-14.0191818652585,0.886674524967877
PGRP-LE,FBgn0030695,PGRP-LE-PA-388,48,35,13,14,8.66735328200471e-09,7.41850072650194e-07,-17.0928534349085,-1.87345565842266
Aldh,FBgn0012036,Aldh-PA-405,49,39,20,11,8.72825747462532e-09,7.45981808880496e-07,-16.9515181435815,-1.7591323827866
Nup214,FBgn0010660,Nup214-PA-2268,117,114,223,228,9.1009968138897e-09,7.76714840801587e-07,-14.3239060797087,0.712928693876977
CG30192,FBgn0050192,CG30192-PA-180,3,3,28,25,9.23505273710836e-09,7.87018390401365e-07,-18.5019814359241,2.89055440713129
RpL7,FBgn0005593,RpL7-PA-385,500,553,452,460,9.4904786891625e-09,8.07620591389855e-07,-12.7218372549485,-0.459197934183186
rod,FBgn0003268,rod-PA-4374,28,39,14,4,9.54690936113095e-09,8.11253774172189e-07,-17.5411707784683,-2.14863525952388
CG6370,FBgn0034277,CG6370-PA-766,4,6,28,40,9.75848524096256e-09,8.2804112264478e-07,-17.9532962935585,2.51431041660997
Bap55,FBgn0025716,Bap55-PA-786,168,146,91,97,9.84777568646382e-09,8.34418847189642e-07,-14.7328677904783,-0.993158224918194
CG3448,FBgn0035996,CG3448-PB-249,375,392,347,293,1.00029620963173e-08,8.46353775765484e-07,-13.2061400291463,-0.513973948285369
Stim,FBgn0045073,Stim-PA-1596,140,140,93,96,1.00792378413698e-08,8.51587451266977e-07,-14.8125632605007,-0.819397213996147
morgue,FBgn0027609,morgue-PA-1436,41,56,113,119,1.01235067106844e-08,8.54105799027998e-07,-15.4294841432527,1.00602094704283
CG14997,FBgn0035515,CG14997-PA-1248,255,250,187,206,1.01565692906105e-08,8.5567285187571e-07,-13.8588888687856,-0.613976958893247
dpa,FBgn0015929,dpa-PA-2571,846,825,750,765,1.02025045946914e-08,8.57872846034863e-07,-12.0221927999213,-0.393830195989596
CG4585,FBgn0025335,CG4585-PA-768,35,38,9,15,1.0211734409606e-08,8.57872846034863e-07,-17.2709798210964,-1.85711986904003
CG14442,FBgn0029893,CG14442-PA-2538,16,20,57,65,1.04793057763863e-08,8.77853674527404e-07,-16.6080295262026,1.508632135117
CkIIalpha-i3,FBgn0025676,CkIIalpha-i3-PA-838,53,52,24,22,1.04793057763863e-08,8.77853674527404e-07,-16.5394915877471,-1.44311771137255
Ark,FBgn0024252,Ark-PB-3786,122,142,92,83,1.05094842009892e-08,8.78718615460667e-07,-14.9107399234983,-0.845439423968368
fzy,FBgn0001086,fzy-PA-45,80,95,175,187,1.05193887556418e-08,8.78718615460667e-07,-14.6828379546597,0.796659571777796
Ubi-p5E,FBgn0086558,Ubi-p5E-PA-456,59,66,30,30,1.06137810615098e-08,8.84626132904012e-07,-16.2220947579809,-1.31118822986809
Aldh,FBgn0012036,Aldh-PA-948,243,255,185,201,1.06200671920645e-08,8.84626132904012e-07,-13.8820427691248,-0.619602049682569
CG7971,FBgn0035253,CG7971-PA-1071,11,6,41,41,1.07131694453184e-08,8.9112445225579e-07,-17.4358512223257,2.01765994219473
TMS1,FBgn0028399,TMS1-PA-1177,3,2,21,30,1.09626782227594e-08,9.10596132882872e-07,-18.6607954280647,3.09880341318573
CG14619,FBgn0031187,CG14619-PA-2349,65,76,147,158,1.11228345863476e-08,9.22601636236678e-07,-14.9622472690664,0.861073706715271
Rpn11,FBgn0028694,Rpn11-PA-900,906,900,830,819,1.11817856549991e-08,9.25778057848832e-07,-11.9051699695006,-0.383733954240417
c11.1,FBgn0040236,c11.1-PA-4566,29,21,75,73,1.11924808375506e-08,9.25778057848832e-07,-16.2316826219483,1.31310614204201
CG4726,FBgn0031307,CG4726-PA-1218,274,285,497,451,1.12503000070397e-08,9.29259045896156e-07,-13.1508164871872,0.509391958786226
Zasp52,FBgn0083919,Zasp52-PI-2692,21,20,72,59,1.1288622950218e-08,9.3112219859494e-07,-16.4629806727432,1.42332679635216
thoc6,FBgn0036263,thoc6-PA-793,156,182,117,89,1.15191754738262e-08,9.48813758902686e-07,-14.6157982356576,-0.967216009042111
MED15,FBgn0027592,MED15-PA-1867,1454,1376,1342,1317,1.17584918654864e-08,9.67176897760297e-07,-11.2362696282234,-0.342945078103886
CG8176,FBgn0037702,CG8176-PA-1932,38,37,122,92,1.18090849209757e-08,9.69987395358808e-07,-15.6738689106624,1.25869746002048
CG8446,FBgn0034089,CG8446-PB-403,166,208,433,355,1.20856105786843e-08,9.90241376618544e-07,-13.5754780965715,0.82259582906604
dx,FBgn0000524,dx-PA-1845,12,22,3,0,1.20892009980353e-08,9.90241376618544e-07,-19.3227066859503,-3.75437643401416
CG5196,FBgn0038039,CG5196-PA-542,112,101,61,71,1.21366230645124e-08,9.92748871113537e-07,-15.2686665957443,-0.942720366535967
elm,FBgn0037358,elm-PA-402,385,395,631,642,1.22010327757101e-08,9.96637059015056e-07,-12.6975365996896,0.454582123113163
CG10440,FBgn0034636,CG10440-PA-606,21,26,75,67,1.2235334759879e-08,9.9805856387974e-07,-16.3063065081142,1.34277244247713
CG3016,FBgn0029819,CG3016-PA-1317,49,52,116,122,1.22730576272012e-08,9.9975481013414e-07,-15.3818300822025,0.984388844280361
rasp,FBgn0024194,rasp-PA-1005,416,346,268,256,1.24030335246005e-08,1.00839141183617e-06,-13.3537308693816,-0.794974279751549
Pgd,FBgn0004654,Pgd-PA-612,67,83,197,165,1.24132303228165e-08,1.00839141183617e-06,-14.7950017019766,1.01840259702529
RpS18,FBgn0010411,RpS18-PA-87,8331,9147,17302,15292,1.25979057842879e-08,1.02198780193472e-06,-8.1166079730287,0.646247975998989
Cap-G,FBgn0259876,Cap-G-PF-1830,45,54,120,115,1.27413299925006e-08,1.03220502976283e-06,-15.4055238335329,0.994882379992348
CG12203,FBgn0031021,CG12203-PA-354,49,73,157,149,1.28794113563142e-08,1.0395988819414e-06,-15.0650934257779,1.07560734629349
Nuf2,FBgn0031886,Nuf2-PA-1130,10,16,0,0,1.29030102689398e-08,1.0395988819414e-06,-33.9241465613277,-32.1838153649723
CG6259,FBgn0036740,CG6259-PA-402,16,10,0,0,1.29030102689398e-08,1.0395988819414e-06,-33.9236461841341,-32.1848161193594
CG3842,FBgn0029866,CG3842-PA-306,0,0,11,19,1.29030102689398e-08,1.0395988819414e-06,-33.9465273116347,32.1390538643583
Doc2,FBgn0035956,Doc2-PA-1115,98,91,51,61,1.29587526117928e-08,1.04124899557451e-06,-15.4734512423561,-1.00723759880326
sn,FBgn0003447,sn-PA-526,37,54,112,109,1.29587526117928e-08,1.04124899557451e-06,-15.5106589006779,1.02796933238721
mbt,FBgn0025743,mbt-PA-1728,66,77,169,139,1.32028845334772e-08,1.05942385160068e-06,-14.9452887815952,0.854349358340444
CG32075,FBgn0052075,CG32075-PA-1116,109,122,77,71,1.4455946159075e-08,1.15839792165896e-06,-15.1278842259584,-0.894600786686984
Ca-P60A,FBgn0263006,Ca-P60A-PB-3004,190,178,147,122,1.44953644381457e-08,1.15998270052575e-06,-14.360901838336,-0.704973828090506
mRpS24,FBgn0039159,mRpS24-PA-284,150,123,89,70,1.47786001632359e-08,1.1810481305012e-06,-14.9552613357455,-1.03480612359312
Ddx1,FBgn0015075,Ddx1-PA-270,48,61,121,130,1.49920297011908e-08,1.1964855271526e-06,-15.2885290832631,0.951322590641165
RpS12,FBgn0260441,RpS12-PB-54,2070,2244,2109,2023,1.50823579858243e-08,1.202070037688e-06,-10.6148963616662,-0.314165764617171
ns1,FBgn0038473,ns1-PA-1347,124,120,82,78,1.55286286078437e-08,1.23597001121568e-06,-15.0320224171151,-0.861313001041335
jub,FBgn0030530,jub-PB-1905,126,128,94,74,1.56851273955179e-08,1.24674596732772e-06,-14.9680005689554,-0.849009953657319
CG9272,FBgn0032907,CG9272-PA-1129,932,870,833,817,1.57828044243748e-08,1.25282374152517e-06,-11.9061333317627,-0.380138749588215
CG6962,FBgn0037958,CG6962-PA-1320,364,335,285,293,1.61108531702998e-08,1.27714733762626e-06,-13.3460198472705,-0.526848095912115
wuho,FBgn0029857,wuho-PA-46,5,4,31,30,1.64895640665794e-08,1.30541645394644e-06,-18.1080683037745,2.50842421861348
mad2,FBgn0035640,mad2-PA-237,254,247,146,182,1.65943003248472e-08,1.31025155963337e-06,-13.9940324344024,-0.862191541072221
CG8258,FBgn0033342,CG8258-PA-261,67,51,158,139,1.65950111179817e-08,1.31025155963337e-06,-15.1096220501191,1.07747149918619
CG31705,FBgn0028490,CG31705-PA-406,30,27,80,94,1.67553192458752e-08,1.3193808586972e-06,-16.0198187425637,1.35838779866962
Cpsf73,FBgn0261065,Cpsf73-PA-1726,115,114,80,66,1.67487673785213e-08,1.3193808586972e-06,-15.143933550398,-0.901981424165304
CG14818,FBgn0026088,CG14818-PA-19,55,52,23,25,1.68716307701857e-08,1.32677066581309e-06,-16.4951370043837,-1.40890905652527
CG5190,FBgn0034351,CG5190-PA-606,0,1,19,14,1.7123281887818e-08,1.34476965655685e-06,-20.1362517140697,4.79197165127597
CG6509,FBgn0032363,CG6509-PA-5676,601,596,539,519,1.73376636864595e-08,1.35979779813403e-06,-12.5220982699675,-0.430717638207757
CG5854,FBgn0039130,CG5854-PA-1056,39,48,18,16,1.75332253213192e-08,1.37331196422609e-06,-16.893267731141,-1.60777098030799
CG10077,FBgn0035720,CG10077-PA-1647,78,82,187,232,1.78752157522577e-08,1.39824436012826e-06,-14.6407508458501,1.13921126893004
mtTFB1,FBgn0261381,mtTFB1-PA-618,33,31,8,12,1.87481112386381e-08,1.46458459461837e-06,-17.4973897892692,-1.93042933049971
CG7154,FBgn0031947,CG7154-PA-2073,30,29,8,8,1.89347148304711e-08,1.4772079107767e-06,-17.717070100718,-2.13504440020995
sxc,FBgn0261403,sxc-PA-2639,25,37,9,7,1.91854101384976e-08,1.49479149335012e-06,-17.6817891997656,-2.20590098799345
bsf,FBgn0032679,bsf-PA-2662,24,25,9,1,1.95765501533794e-08,1.52325678387125e-06,-18.1904287993123,-2.54583286067401
CG7188,FBgn0035871,CG7188-PA-267,1,2,20,23,1.99471643896405e-08,1.548015288467e-06,-19.1527752959189,3.58899823244124
CG32243,FBgn0052243,CG32243-PA-79,3,0,24,19,1.99471643896405e-08,1.548015288467e-06,-19.15280348219,3.58882300250422
CG11583,FBgn0035524,CG11583-PA-861,189,192,131,151,2.00956833095879e-08,1.55679207279569e-06,-14.3016134435866,-0.68619656487569
CG30020,FBgn0050020,CG30020-PA-3420,38,38,13,14,2.01129796393903e-08,1.55679207279569e-06,-17.156979980312,-1.74541393675403
rumi,FBgn0086253,rumi-PA-1116,121,109,73,75,2.02861309633387e-08,1.56813916548803e-06,-15.1307920103428,-0.888564940795287
FKBP59,FBgn0029174,FKBP59-PA-1173,289,292,252,216,2.04989573007726e-08,1.58251950361965e-06,-13.6321370248795,-0.564823685642626
Nipped-A,FBgn0053554,Nipped-A-PA-10323,32,33,83,105,2.09053832711248e-08,1.61178867522988e-06,-15.8691822836013,1.28129472428026
CG5690,FBgn0035295,CG5690-PA-1989,65,82,43,36,2.1817911641023e-08,1.67995075058088e-06,-15.9068185852519,-1.14814866160289
CG10730,FBgn0032843,CG10730-PA-1585,14,18,2,1,2.19634263901496e-08,1.68895317154877e-06,-19.3659601799051,-3.66737656766942
mnd,FBgn0002778,mnd-PA-267,13,18,59,50,2.20306856937979e-08,1.69192228310054e-06,-16.7972991208636,1.56158288470654
Sod,FBgn0003462,Sod-PA-208,1260,1340,1982,1903,2.22679546266551e-08,1.70792320044285e-06,-11.0244966877971,0.327202525555742
CG5694,FBgn0032197,CG5694-PA-123,0,2,22,18,2.2382994353141e-08,1.71451994877795e-06,-19.4974836067076,4.06953696726954
CtBP,FBgn0020496,CtBP-PA-499,1002,1173,2138,1969,2.24933070799473e-08,1.71890268964401e-06,-11.1141075065214,0.665628200359586
numb,FBgn0002973,numb-PA-1387,166,162,318,277,2.2498421536368e-08,1.71890268964401e-06,-13.8713565093672,0.606353872875627
CG13887,FBgn0035165,CG13887-PB-273,559,549,516,460,2.25704082279625e-08,1.722174637115e-06,-12.6361920305553,-0.436051057287038
CG11790,FBgn0039265,CG11790-PA-549,524,558,497,453,2.43456549273716e-08,1.85523314671059e-06,-12.672955295678,-0.440208243869561
RpL18,FBgn0035753,RpL18-PA-156,10706,11150,10891,10750,2.44797265654642e-08,1.86304599420514e-06,-8.24960653777538,-0.266266560094781
CG4030,FBgn0034585,CG4030-PA-1587,17,8,0,0,2.48315217615008e-08,1.88254173580323e-06,-33.9518125506067,-32.1284833864143
CG3558,FBgn0025681,CG3558-PA-2574,0,0,20,9,2.48315217615008e-08,1.88254173580323e-06,-33.9717626746537,32.0885831383202
CG1677,FBgn0029941,CG1677-PA-838,0,0,9,20,2.48315217615008e-08,1.88254173580323e-06,-33.9708586375677,32.0903912124923
CG14439,FBgn0029898,CG14439-PA-1107,16,19,64,53,2.50504172428654e-08,1.89670197631942e-06,-16.6586629263751,1.48862070752364
CG7839,FBgn0036124,CG7839-PA-3237,202,218,366,367,2.58688805416404e-08,1.95616433678386e-06,-13.5424111334293,0.551313273881742
SmD1,FBgn0261933,SmD1-PA-105,360,438,308,250,2.59253888102258e-08,1.95793045058097e-06,-13.2778127742659,-0.768424510263038
fs(1)h,FBgn0004656,fs(1)h-PB-5868,38,31,12,11,2.63147931765994e-08,1.98480083706719e-06,-17.3423101336102,-1.83746550131266
CG8774,FBgn0038136,CG8774-PA-678,7,4,29,39,2.71244907003233e-08,2.0432629742088e-06,-17.8843999316998,2.3762209979632
CG5792,FBgn0032455,CG5792-PA-979,107,100,72,58,2.72603160514077e-08,2.0508786565147e-06,-15.3004854069294,-0.923802580024675
Vps13,FBgn0033194,Vps13-PA-8496,2,7,33,27,2.74473270058486e-08,2.0623209138822e-06,-18.1200721462561,2.48459428175533
CG11123,FBgn0033169,CG11123-PA-1436,37,30,11,11,2.76791099295152e-08,2.07445796220471e-06,-17.3955860123969,-1.85914577406292
por,FBgn0004957,por-PA-1077,9,7,40,37,2.76791099295152e-08,2.07445796220471e-06,-17.5250097073473,2.01435775500767
tum,FBgn0086356,tum-PA-1176,435,413,722,643,2.80450114720269e-08,2.09870864582143e-06,-12.5871252411664,0.433529720916137
Rab5,FBgn0014010,Rab5-PA-288,298,345,280,248,2.80737551254518e-08,2.09870864582143e-06,-13.4721893882027,-0.536522829176512
l(3)mbt,FBgn0002441,l(3)mbt-PA-3481,194,197,357,332,2.8387040101124e-08,2.11944603576761e-06,-13.638745963946,0.564778553093463
CstF-64,FBgn0027841,CstF-64-PA-1221,40,60,21,18,2.84646960337152e-08,2.12256062924136e-06,-16.6944881788018,-1.60976544081653
CG3560,FBgn0030733,CG3560-PA-207,260,300,172,204,2.85757768123956e-08,2.12815665445959e-06,-13.8161191269975,-0.82445739758336
Gem3,FBgn0011802,Gem3-PA-3055,18,11,1,1,2.88436476191757e-08,2.14540068147768e-06,-19.7291035123025,-4.11097991150886
Nup54,FBgn0033737,Nup54-PA-1644,96,90,60,52,2.91869528279292e-08,2.16548123129629e-06,-15.4851261964777,-0.984391776994574
CG30349,FBgn0050349,CG30349-PA-1575,267,274,217,215,2.91533185161392e-08,2.16548123129629e-06,-13.7411579871965,-0.576936742405167
Rpt4,FBgn0028685,Rpt4-PB-310,13,17,68,45,2.96747715891126e-08,2.19891174467981e-06,-16.7957036069592,1.65981528713243
CG13568,FBgn0034965,CG13568-PD-612,25,31,8,7,3.01806507535414e-08,2.23359507794818e-06,-17.8013274355499,-2.15277848845287
l(3)72Dn,FBgn0263605,l(3)72Dn-PA-1513,121,127,82,83,3.04178995035803e-08,2.24833580586038e-06,-14.9981267600387,-0.8401766411262
CG32068,FBgn0052068,CG32068-PB-206,522,540,464,468,3.04994185287851e-08,2.25154332434123e-06,-12.6998976665244,-0.440560967448435
CTPsyn,FBgn0262707,CTPsyn-PB-955,165,163,314,279,3.05457881622715e-08,2.25215125753737e-06,-13.8737642273711,0.601589567545281
pk,FBgn0003090,pk-PA-2214,10,11,44,43,3.08352593406846e-08,2.26783156431152e-06,-17.2407782202971,1.79827136802124
ND75,FBgn0017566,ND75-PA-2091,10,11,44,43,3.08352593406846e-08,2.26783156431152e-06,-17.2407782202971,1.79827136802124
Ddx1,FBgn0015075,Ddx1-PA-2013,653,711,644,584,3.11611408315077e-08,2.2861051617729e-06,-12.3208404513445,-0.403962069796268
eIF2B-gamma,FBgn0034029,eIF2B-gamma-PA-616,16,27,5,2,3.11252441997782e-08,2.2861051617729e-06,-18.5421276706113,-2.87072911773841
MED22,FBgn0040339,MED22-PA-210,143,146,281,253,3.18380340007861e-08,2.33286676429085e-06,-14.0406795856455,0.633158576006784
CG3776,FBgn0035088,CG3776-PA-579,196,221,159,158,3.20485846333397e-08,2.3453845245053e-06,-14.15235468458,-0.647666610544179
CG6776,FBgn0035904,CG6776-PA-510,311,350,579,509,3.21470971902324e-08,2.34968225972864e-06,-12.9307957168619,0.466409124641419
up,FBgn0004169,up-PA-486,13,11,0,0,3.23108303546737e-08,2.35291371034072e-06,-33.9816390200577,-32.0688304475123
CG4705,FBgn0032339,CG4705-PB-2167,11,13,0,0,3.23108303546737e-08,2.35291371034072e-06,-33.981668425754,-32.0687716361197
CG32447,FBgn0052447,CG32447-PA-1374,0,0,13,15,3.23108303546737e-08,2.35291371034072e-06,-33.9966294512854,32.0388495850569
tld,FBgn0003719,tld-PA-1798,0,1,18,14,3.29713183091839e-08,2.39805433091599e-06,-20.1584416617276,4.74759175596012
Megalin,FBgn0261260,Megalin-PA-14073,28,31,87,74,3.41406620586789e-08,2.480048240912e-06,-16.0517093575236,1.19579270809627
