"fbgn","symbol","chrom","start","stop","y","sig.tally","sig.expression.tally","sig.genotype.effect.tally","sig.interaction.effect.tally","dge.genotype.q","dge.interaction.q","illumina.genotype.pq","illumina.interaction.pq","dgrc.genotype.q","dgrc.interaction.q","min.deletion.q","min.deletion.interaction.q","binding.p","binding.interaction.p","max.bcshort.freq","inconsistent.expression.effects"
"FBgn0040588","CG13841","3R",18592596,18593421,0.7,0,0,0,0,NA,NA,NA,NA,0.352587720493975,0.612369746062363,0.0817713495704545,0.140886503685779,0.345,0.381,NA,NA
"FBgn0262537","CG43091","3R",18593849,18594435,0.8,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0817713495704545,0.140886503685779,0.719,0.577,NA,NA
"FBgn0262538","CG43092","3R",18594605,18595389,0.9,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0817713495704545,0.140886503685779,0.71,0.591,NA,NA
"FBgn0262539","CG43093","3R",18595497,18596029,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0817713495704545,0.140886503685779,0.843,0.691,NA,NA
"FBgn0262540","CG43094","3R",18596334,18596709,0.2,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0817713495704545,0.140886503685779,0.398,0.472,NA,NA
"FBgn0262541","CG43095","3R",18596991,18597492,0.3,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0817713495704545,0.140886503685779,0.905,0.909,NA,NA
"FBgn0263513","mir-4953","3R",18599862,18599954,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0817713495704545,0.140886503685779,0.859,0.8,NA,NA
"FBgn0039027","CG7031","3R",18630013,18632211,0.5,0,0,0,0,1,NA,NA,NA,0.596919682975581,0.705770860838115,0.0817713495704545,0.140886503685779,0.893,0.989,NA,NA
"FBgn0039028","CG13840","3R",18640205,18641951,0.6,0,0,0,0,1,NA,NA,NA,0.328633031186653,0.49700910988345,0.0817713495704545,0.140886503685779,0.086,0.195,NA,NA
"FBgn0039029","CG4704","3R",18669914,18671034,0.7,0,0,0,0,0.102373114495024,NA,NA,NA,0.355019491786988,0.685882768392177,0.0817713495704545,0.140886503685779,0.299,0.478,NA,NA
"FBgn0039073","CG4408","3R",19187611,19189760,0.8,0,0,0,0,0.835884850809433,NA,NA,NA,0.639484828068098,0.518434895222637,NA,NA,0.609,0.454,0.205882352941176,NA
"FBgn0262009","CG42827","3R",19198646,19199322,0.9,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.359,0.224,0.0754716981132075,NA
"FBgn0262010","CG42828","3R",19199425,19199967,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.388,0.271,0.0754716981132075,NA
"FBgn0039075","CG4393","3R",19202933,19210499,0.2,0,0,0,0,0.835884850809433,NA,NA,NA,0.552555860522685,0.699828541268021,NA,NA,0.413,0.251,0.137254901960784,NA
"FBgn0051515","CG31515","3R",19214095,19214620,0.3,0,0,0,0,NA,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.309,0.356,0.168115942028985,NA
"FBgn0263217","CR43387","3R",19215866,19216288,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.922,0.873,0.168115942028985,NA
"FBgn0039077","CG17380","3R",19228333,19229405,0.5,0,0,0,0,1,NA,NA,NA,0.384981333700062,0.290235059581546,0.101935991380171,0.248489299014453,0.927,0.925,0.232,NA
"FBgn0259193","Ir94d","3R",19228530,19230861,0.6,0,0,0,0,1,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.833,0.843,0.232,NA
"FBgn0259194","Ir94e","3R",19231231,19233124,0.7,0,0,0,0,0.835884850809433,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.88,0.971,0.260869565217391,NA
"FBgn0051225","Ir94f","3R",19307587,19309263,0.9,0,0,0,0,NA,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.589,0.789,0.3671875,NA
"FBgn0039079","Ir94g","3R",19309585,19311222,0.1,0,0,0,0,1,NA,NA,NA,0.632925841304618,0.522298576682321,0.101935991380171,0.248489299014453,0.656,0.799,0.381294964028777,NA
"FBgn0039080","Ir94h","3R",19313223,19314902,0.2,0,0,0,0,0.383264653901823,NA,NA,NA,0.227004677894653,0.594731935643405,0.101935991380171,0.248489299014453,0.812,0.816,0.387959866220736,NA
"FBgn0085318","CG34289","3R",19332630,19333203,0.3,0,0,0,0,NA,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.334,0.326,0.339622641509434,NA
"FBgn0039081","Irk2","3R",19339690,19345167,0.4,0,0,0,0,NA,NA,NA,NA,0.325273969434971,0.595207254788847,0.101935991380171,0.248489299014453,0.156,0.416,0.323943661971831,NA
"FBgn0039083","CG10177","3R",19345868,19347305,0.5,0,0,0,0,NA,NA,NA,NA,0.118446777760591,0.265806721012687,0.101935991380171,0.248489299014453,0.322,0.415,0.291139240506329,NA
"FBgn0039084","CG10175","3R",19348423,19356704,0.6,0,0,0,0,0.573216705281624,NA,NA,NA,0.201668304950524,0.502695863721966,0.101935991380171,0.248489299014453,0.443,0.513,0.369346733668342,NA
"FBgn0039085","CG10170","3R",19358667,19360489,0.7,0,0,0,0,0.977116792135692,NA,NA,NA,0.565540113338053,0.741767389138006,0.101935991380171,0.248489299014453,0.817,0.62,0.377464788732394,NA
"FBgn0039086","CG16732","3R",19360622,19362432,0.8,0,0,0,0,1,NA,NA,NA,0.288663365282845,0.54999643282832,0.101935991380171,0.248489299014453,0.412,0.28,0.382978723404255,NA
"FBgn0039087","CG10168","3R",19362761,19364443,0.9,0,0,0,0,1,NA,NA,NA,0.603231683327601,0.298275312112804,0.101935991380171,0.248489299014453,0.303,0.196,0.382978723404255,NA
"FBgn0039088","CG10164","3R",19380045,19382495,0.1,0,0,0,0,1,NA,NA,NA,0.621583933253971,0.591696693299406,0.101935991380171,0.248489299014453,0.383,0.288,0.307142857142857,NA
"FBgn0039089","beat-IV","3R",19383134,19405268,0.2,0,0,0,0,1,NA,NA,NA,0.508496676787522,0.379570918856884,0.101935991380171,0.248489299014453,0.133,0.158,0.333333333333333,NA
"FBgn0039091","CG10182","3R",19412929,19415537,0.3,0,0,0,0,0.0599228359767502,NA,NA,NA,0.493245142671488,0.639856335617846,0.101935991380171,0.248489299014453,0.179,0.318,0.403409090909091,NA
"FBgn0053337","CG33337","3R",19415863,19418491,0.4,0,0,0,0,1,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.551,0.536,0.404040404040404,NA
"FBgn0039092","CG16723","3R",19419347,19421995,0.5,0,0,0,0,0.835884850809433,NA,NA,NA,0.419119315527442,0.57575128919555,0.101935991380171,0.248489299014453,0.653,0.647,0.404040404040404,NA
"FBgn0039093","CG10183","3R",19422283,19424756,0.6,0,0,0,0,NA,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.829,0.761,0.386666666666667,NA
"FBgn0051143","tRNA:CR31143","3R",19427055,19427177,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA,0.101935991380171,0.248489299014453,0.409,0.333,0.365384615384615,NA
"FBgn0039094","CG10184","3R",19428229,19431209,0.8,0,0,0,0,0.275654046183435,NA,NA,NA,0.61690050141926,0.660031712147047,0.101935991380171,0.248489299014453,0.115,0.082,0.331838565022422,NA
"FBgn0065098","RNaseMRP:RNA","3R",19555770,19556151,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.140109145561947,0.101806054839373,0.537,0.679,0.355,NA
"FBgn0001205","Hmgcr","3R",19559046,19576868,0.3,0,0,0,0,0.16772694892924,NA,NA,NA,0.42865648618198,0.727640557341254,0.140109145561947,0.101806054839373,0.572,0.467,0.327536231884058,NA
"FBgn0039111","Plip","3R",19584063,19585332,0.7,0,0,0,0,0.163188842671295,NA,NA,NA,0.181292834324373,0.174805163546244,0.140109145561947,0.101806054839373,0.413,0.486,0.391304347826087,NA
"FBgn0039114","Lsd-1","3R",19589579,19592388,0.1,0,0,0,0,0.0649062957683576,0.856669190692705,NA,NA,0.105670222035765,0.560485358422116,0.140109145561947,0.101806054839373,0.331,0.246,0.391304347826087,NA
"FBgn0039141","spas","3R",19863940,19868376,0.7,0,0,0,0,0.102373114495024,NA,NA,NA,0.50048452674355,0.653554181421834,0.25739218001084,0.323456530230738,0.088,0.153,0.32089552238806,NA
"FBgn0010709","Atg6","3R",19874893,19876735,0.1,0,0,0,0,0.225148302352417,NA,NA,NA,NA,NA,0.25739218001084,0.323456530230738,0.865,0.842,0.316205533596838,NA
"FBgn0039291","CG13663","3R",21040047,21040910,0.7,0,0,0,0,0.253852689040538,NA,NA,NA,0.460843957778003,0.5461111114323,NA,NA,0.516,0.984,NA,NA
"FBgn0051106","CG31106","3R",21042021,21044430,0.8,0,0,0,0,0.253852689040538,NA,NA,NA,0.360678138642834,0.0735173183661089,NA,NA,0.495,0.828,NA,NA
"FBgn0039294","Cad96Cb","3R",21049878,21058043,0.2,0,0,0,0,0.253852689040538,NA,NA,NA,0.255723556702455,0.3006879436442,NA,NA,0.761,0.751,NA,NA
"FBgn0051097","CG31097","3R",21121850,21123500,0.3,0,0,0,0,NA,NA,NA,NA,0.461894720707925,0.582797565076542,0.181450793815917,0.223963094008791,0.415,0.427,0.0285714285714286,NA
"FBgn0039319","CG13659","3R",21122095,21128039,0.4,0,0,0,0,NA,NA,NA,NA,0.374185891933358,0.704521055680805,0.181450793815917,0.223963094008791,0.42,0.563,0.0285714285714286,NA
"FBgn0051288","CG31288","3R",21123682,21125279,0.5,0,0,0,0,1,NA,NA,NA,NA,NA,0.181450793815917,0.223963094008791,0.475,0.518,0.0285714285714286,NA
"FBgn0051370","CG31370","3R",21128186,21129708,0.6,0,0,0,0,0.253852689040538,NA,NA,NA,NA,NA,0.181450793815917,0.223963094008791,0.65,0.847,0.0234278668310728,NA
"FBgn0051436","CG31436","3R",21129899,21131373,0.7,0,0,0,0,0.253852689040538,NA,NA,NA,0.495136762293336,0.708671223312889,0.181450793815917,0.223963094008791,0.753,0.979,0.0254424778761062,NA
"FBgn0039321","CG10550","3R",21132129,21134109,0.8,0,0,0,0,0.835884850809433,NA,NA,NA,0.141457060916447,0.530696140314636,0.181450793815917,0.223963094008791,0.269,0.331,0.0250990752972259,NA
"FBgn0051099","CG31099","3R",21135151,21136665,0.9,0,0,0,0,1,NA,NA,NA,0.562336272817121,0.550234884096001,0.181450793815917,0.223963094008791,0.067,0.177,0.0250990752972259,NA
"FBgn0039324","CG10553","3R",21142183,21143833,0.3,0,0,0,0,NA,NA,NA,NA,0.642515037420129,0.753279940670531,0.181450793815917,0.223963094008791,0.121,0.089,0.0258620689655172,NA
"FBgn0039325","CG10560","3R",21144272,21145801,0.4,0,0,0,0,NA,NA,NA,NA,0.374463389290336,0.584462873168728,0.181450793815917,0.223963094008791,0.267,0.309,0.0228571428571429,NA
"FBgn0039326","CG10562","3R",21146775,21148473,0.5,0,0,0,0,NA,NA,NA,NA,0.636288557693635,0.710390537052266,0.162173179517801,0.223963094008791,0.233,0.522,0.0310077519379845,NA
"FBgn0028647","CG11902","3R",21161033,21165810,0.9,0,0,0,0,0.102373114495024,0.789208660730917,NA,NA,0.556583347853557,0.655267922367114,0.162173179517801,0.223963094008791,0.419,0.455,0.031390134529148,NA
"FBgn0027376","rha","3R",21165974,21170560,0.1,0,0,0,0,1,NA,NA,NA,0.578781449464734,0.457840495183919,0.162173179517801,0.223963094008791,0.595,0.835,0.0419287211740042,NA
"FBgn0261575","tobi","3R",21170483,21172634,0.2,0,0,0,0,0.275654046183435,NA,NA,NA,NA,NA,0.162173179517801,0.223963094008791,0.557,0.51,0.0383944153577661,NA
"FBgn0039331","CG11913","3R",21184007,21185756,0.4,0,0,0,0,0.383264653901823,NA,NA,NA,0.641174054339318,0.751171101160194,0.162173179517801,0.223963094008791,0.21,0.145,0.0369685767097967,NA
"FBgn0039332","alrm","3R",21206785,21208522,0.5,0,0,0,0,1,NA,NA,NA,0.460084422675955,0.390975964225643,0.162173179517801,0.223963094008791,0.886,0.874,0.120689655172414,NA
"FBgn0051437","CG31437","3R",21209438,21210307,0.6,0,0,0,0,1,NA,NA,NA,NA,NA,0.162173179517801,0.223963094008791,0.239,0.238,0.0852713178294574,NA
"FBgn0039335","Vps33B","3R",21299238,21301478,0.8,0,0,0,0,0.197780808860585,NA,NA,NA,0.125374040410657,0.268799422430094,0.162173179517801,0.223963094008791,0.253,0.427,0.025974025974026,NA
"FBgn0039336","CG4553","3R",21301358,21302637,0.9,0,0,0,0,0.641059685435851,NA,NA,NA,0.0798631328542751,0.180594403340448,0.162173179517801,0.223963094008791,0.576,0.675,0.04,NA
"FBgn0259991","CG42488","3R",21308888,21309254,0.3,0,0,0,0,NA,NA,NA,NA,NA,NA,0.162173179517801,0.223963094008791,0.597,0.667,0.08,NA
"FBgn0039339","CG5116","3R",21309030,21311577,0.4,0,0,0,0,0.253852689040538,NA,NA,NA,0.123962361047877,0.647776989001108,0.162173179517801,0.223963094008791,0.914,0.978,0.08,NA
"FBgn0040212","Dhap-at","3R",21311340,21314810,0.5,0,0,0,0,0.066280045463943,NA,NA,NA,0.437307104451846,0.478781133701701,0.162173179517801,0.223963094008791,0.38,0.378,0.097560975609756,NA
"FBgn0053494","CG33494","3R",21319281,21320883,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA,0.162173179517801,0.223963094008791,0.922,0.909,0.108910891089109,NA
"FBgn0263410","CR43456","3R",21327549,21328299,0.8,0,0,0,0,NA,NA,NA,NA,NA,NA,0.162173179517801,0.223963094008791,0.629,0.548,0.0675675675675676,NA
"FBgn0263411","CR43457","3R",21328507,21328943,0.9,0,0,0,0,NA,NA,NA,NA,NA,NA,0.162173179517801,0.223963094008791,0.583,0.594,0.0675675675675676,NA
"FBgn0039342","CG5107","3R",21330935,21331653,0.1,0,0,0,0,1,NA,NA,NA,0.2981016062871,0.103609785533016,0.162173179517801,0.223963094008791,0.857,0.902,0.0526315789473684,NA
"FBgn0039343","CG5111","3R",21331997,21334001,0.2,0,0,0,0,NA,NA,NA,NA,0.42865648618198,0.549210982024344,0.162173179517801,0.223963094008791,0.757,0.746,0.0526315789473684,NA
"FBgn0262411","mir-92a","3R",21472228,21472322,0.3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.271,0.277,0.0526315789473684,NA
"FBgn0262388","mir-92b","3R",21477120,21477219,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.861,0.927,0.0404858299595142,NA
"FBgn0027508","tankyrase","3R",21478807,21487003,0.5,0,0,0,0,0.066280045463943,NA,NA,NA,0.328428710369494,0.639856335617846,NA,NA,0.115,0.243,0.0517241379310345,NA
"FBgn0039354","Lgr3","3R",21491531,21502938,0.7,0,0,0,0,NA,NA,NA,NA,0.274660621040192,0.259646184083352,NA,NA,0.645,0.737,0.0578512396694215,NA
"FBgn0039355","CG4730","3R",21502794,21504403,0.8,0,0,0,0,0.420092253015635,NA,NA,NA,0.296712920105575,0.380637780481416,NA,NA,0.466,0.586,NA,NA
"FBgn0039356","CG5039","3R",21504434,21505251,0.9,0,0,0,0,0.177175254603033,NA,NA,NA,NA,NA,NA,NA,0.478,0.715,NA,NA
"FBgn0039357","CG4743","3R",21504964,21506306,0.1,0,0,0,0,0.204186876290635,NA,NA,NA,0.0731899236002328,0.753538356541523,NA,NA,0.504,0.706,NA,NA
"FBgn0039360","CLS","3R",21510956,21513092,0.4,0,0,0,0,0.183325372468187,NA,NA,NA,0.552749473438565,0.260958905776831,NA,NA,0.3,0.365,NA,NA
"FBgn0039553","CG5017","3R",23738169,23739507,0.7,0,0,0,0,NA,NA,NA,NA,0.0571370436676557,0.39230326032173,NA,NA,0.088,0.058,0.106382978723404,NA
"FBgn0039554","CG5003","3R",23739499,23742249,0.8,0,0,0,0,0.066280045463943,0.256721564627277,NA,NA,0.3219379333495,0.485268540658973,NA,NA,0.091,0.092,0.106382978723404,NA
"FBgn0039557","CG12259","3R",23745566,23746811,0.2,0,0,0,0,0.253852689040538,NA,NA,NA,0.277591160957424,0.162809363882043,NA,NA,0.054,0.155,0.058252427184466,NA
"FBgn0039558","CG4980","3R",23747005,23748074,0.3,0,0,0,0,0.114477616628163,0.14342452698127,NA,NA,0.0870436458131451,0.457840495183919,NA,NA,0.129,0.325,0.0551181102362205,NA
"FBgn0082923","snoRNA:Or-aca3","3R",23749637,23749783,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.154,0.139,0.0551181102362205,NA
"FBgn0039559","Mes-4","3R",23758704,23763571,0.8,0,0,0,0,0.0757002799862759,NA,NA,NA,0.562402517618508,0.594192211554106,0.271376103882118,0.428946650929182,0.858,0.705,0.0754716981132075,NA
"FBgn0039563","CG4951","3R",23777773,23779834,0.3,0,0,0,0,0.0624863138368853,NA,NA,NA,0.0601377448805191,0.513815986300165,0.271376103882118,0.428946650929182,0.151,0.6,0.045045045045045,NA
"FBgn0039564","CG5527","3R",23780639,23783048,0.4,0,0,0,0,0.253852689040538,NA,NA,NA,0.60587313937047,0.55827925037927,0.271376103882118,0.428946650929182,0.17,0.371,0.045045045045045,NA
"FBgn0039565","CG4884","3R",23783106,23784307,0.5,0,0,0,0,0.761299112655605,NA,NA,NA,0.409197967962653,0.692204503425356,0.271376103882118,0.428946650929182,0.182,0.399,0.0894736842105263,NA
"FBgn0051253","CG31253","3R",23785068,23786291,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.246,0.256,0.0920245398773006,NA
"FBgn0051054","CR31054","3R",23786492,23787198,0.8,0,0,0,0,NA,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.194,0.201,0.0920245398773006,NA
"FBgn0051131","CG31131","3R",23787714,23788937,0.9,0,0,0,0,NA,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.217,0.234,0.0920245398773006,NA
"FBgn0003890","betaTub97EF","3R",23792730,23814089,0.2,0,0,0,0,0.758201395668212,0.681486500923258,NA,NA,0.0575500728173963,0.354443313104447,0.271376103882118,0.428946650929182,0.367,0.376,0.0981132075471698,NA
"FBgn0039568","CG4815","3R",23815421,23816473,0.3,0,0,0,0,NA,NA,NA,NA,0.355275380486709,0.457354647080769,0.271376103882118,0.428946650929182,0.573,0.55,0.0347003154574132,NA
"FBgn0085391","CG34362","3R",23852334,23911484,0.4,0,0,0,0,1,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.881,0.835,0.121518987341772,NA
"FBgn0085383","CG34354","3R",23972546,24064952,0.5,0,0,0,0,1,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.229,0.349,0.00684931506849315,NA
"FBgn0262587","CG43124","3R",24089610,24090495,0.7,0,0,0,0,0.21004403072943,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.779,0.698,0,NA
"FBgn0085465","CG34436","3R",24108302,24109236,0.8,0,0,0,0,0.977116792135692,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.08,0.235,0.00126582278481013,NA
"FBgn0085466","CG34437","3R",24109441,24110447,0.9,0,0,0,0,NA,NA,NA,NA,NA,NA,0.271376103882118,0.428946650929182,0.056,0.139,0.00151975683890578,NA
"FBgn0002865","Mst98Ca","3R",24117060,24118378,0.1,0,0,0,0,NA,NA,NA,NA,0.221622954455452,0.521292007564753,0.271376103882118,0.428946650929182,0.131,0.061,0.00634920634920635,NA
"FBgn0004171","Mst98Cb","3R",24118520,24119585,0.2,0,0,0,0,NA,NA,NA,NA,0.587775570478544,0.482663870252669,0.271376103882118,0.428946650929182,0.167,0.109,0.00634920634920635,NA
"FBgn0039576","CG17856","3R",24119826,24120272,0.3,0,0,0,0,NA,NA,NA,NA,0.5062871138154,0.625300894663454,0.271376103882118,0.428946650929182,0.137,0.081,0.00634920634920635,NA
"FBgn0039577","CG12516","3R",24129353,24130327,0.4,0,0,0,0,NA,NA,NA,NA,0.264006205156463,0.599366153621884,0.271376103882118,0.428946650929182,0.505,0.672,0.00153139356814701,NA
"FBgn0039582","Or98b","3R",24177964,24179224,0.8,0,0,0,0,NA,NA,NA,NA,0.170832188470611,0.594731935643405,0.201805294649582,0.114576350026738,0.55,0.442,0,NA
"FBgn0039584","beat-VI","3R",24243926,24298931,0.9,0,0,0,0,NA,NA,NA,NA,0.274726359224249,0.721626794745189,0.201805294649582,0.114576350026738,0.67,0.543,0,NA
"FBgn0039585","CG1894","3R",24310279,24311720,0.1,0,0,0,0,0.645668938511508,NA,NA,NA,0.0977055049595902,0.744528822274408,0.201805294649582,0.114576350026738,0.225,0.196,0,NA
"FBgn0013813","Dhc98D","3R",24312675,24345120,0.2,0,0,0,0,0.383264653901823,NA,NA,NA,0.208418740802513,0.704906263132833,0.201805294649582,0.114576350026738,0.376,0.243,0,NA
"FBgn0051051","CG31051","3R",24345270,24346237,0.3,0,0,0,0,0.0735219314937793,NA,NA,NA,0.511196951909851,0.407250757764087,0.201805294649582,0.114576350026738,0.902,0.879,NA,NA
"FBgn0039588","CG12413","3R",24367996,24370524,0.5,0,0,0,0,0.102373114495024,NA,NA,NA,0.541675276237611,0.548034882476931,0.201805294649582,0.114576350026738,0.808,0.643,0,NA
"FBgn0000659","fkh","3R",24406805,24410834,0.6,0,0,0,0,1,NA,0.269380874062284,0.875971137190393,0.617850924078125,0.619466677451361,0.201805294649582,0.114576350026738,0.785,0.835,0,NA
"FBgn0262741","MRE23","3R",24411770,24415689,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA,0.201805294649582,0.114576350026738,0.813,0.73,0,NA
"FBgn0263388","CG43440","3R",24419210,24420146,0.8,0,0,0,0,NA,NA,NA,NA,NA,NA,0.201805294649582,0.114576350026738,0.709,0.574,0,NA
"FBgn0082960","snoRNA:Psi28S-3405a","3R",24427251,24427390,0.2,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.496,0.387,0,NA
"FBgn0082976","snoRNA:Psi28S-3305a","3R",24427420,24427569,0.3,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.386,0.245,0,NA
"FBgn0082959","snoRNA:Psi28S-3405b","3R",24427599,24427738,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.438,0.284,0,NA
"FBgn0082958","snoRNA:Psi28S-3405c","3R",24427869,24428008,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.405,0.252,0,NA
"FBgn0082975","snoRNA:Psi28S-3305b","3R",24428062,24428211,0.6,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.645,0.794,0,NA
"FBgn0082957","snoRNA:Psi28S-3405d","3R",24428278,24428417,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.981,0.995,0,NA
"FBgn0082974","snoRNA:Psi28S-3305c","3R",24429093,24429244,0.8,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.926,0.983,0,NA
"FBgn0039590","CG10011","3R",24433653,24460785,0.1,0,0,0,0,0.162693473404748,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.562,0.659,0,NA
"FBgn0039591","CG9988","3R",24462134,24464521,0.2,0,0,0,0,NA,NA,NA,NA,0.418239185594043,0.701555376099011,0.172893487058168,0.120333641080073,0.886,0.822,0,NA
"FBgn0039592","CG14062","3R",24467307,24468613,0.3,0,0,0,0,1,NA,NA,NA,0.600560080563387,0.693124111475522,0.172893487058168,0.120333641080073,0.796,0.881,0,NA
"FBgn0051050","CG31050","3R",24475805,24476202,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.868,0.885,0.00291545189504373,NA
"FBgn0053346","CG33346","3R",24494955,24496174,0.5,0,0,0,0,0.253852689040538,NA,NA,NA,NA,NA,0.172893487058168,0.120333641080073,0.277,0.515,0.27970297029703,NA
"FBgn0039593","CG9989","3R",24496458,24497743,0.6,0,0,0,0,0.573216705281624,NA,NA,NA,0.295718259867439,0.298275312112804,0.172893487058168,0.120333641080073,0.236,0.302,0.27970297029703,NA
"FBgn0039594","CG9990","3R",24501077,24521661,0.7,0,0,0,0,0.154923720051936,NA,NA,NA,0.547604001771675,0.551384668057536,0.320623591005182,0.279423096942306,0.116,0.069,0.533333333333333,NA
"FBgn0039595","AR-2","3R",24562831,24570485,0.9,0,0,0,0,NA,NA,NA,NA,0.428912133551466,0.570461257404264,0.320623591005182,0.279423096942306,0.516,0.524,0,NA
"FBgn0039596","CG10000","3R",24574105,24577313,0.1,0,0,0,0,0.573216705281624,NA,NA,NA,0.571260793437646,0.407250757764087,0.320623591005182,0.279423096942306,0.642,0.458,0,NA
"FBgn0039597","CG9997","3R",24581672,24582701,0.2,0,0,0,0,NA,NA,NA,NA,0.618873694237802,0.719446729397822,0.320623591005182,0.279423096942306,0.774,0.832,0,NA
"FBgn0039598","CG14061","3R",24582721,24583956,0.3,0,0,0,0,1,NA,NA,NA,0.499603669830415,0.363819075049107,0.320623591005182,0.279423096942306,0.689,0.86,0,NA
"FBgn0085324","CG34295","3R",24615339,24616205,0.4,0,0,0,0,0.258977795874059,NA,NA,NA,NA,NA,0.320623591005182,0.279423096942306,0.421,0.316,0,NA
"FBgn0039599","CG12558","3R",24616244,24617183,0.5,0,0,0,0,NA,NA,NA,NA,0.174784129239982,0.457840495183919,0.320623591005182,0.279423096942306,0.567,0.42,0,NA
"FBgn0005642","wdn","3R",24633705,24637049,0.7,0,0,0,0,0.253852689040538,NA,0.696861746443533,0.866905352111282,NA,NA,0.320623591005182,0.279423096942306,0.076,0.222,0,NA
"FBgn0015589","Apc","3R",24658022,24670372,0.4,0,0,0,0,0.066280045463943,NA,0.281527976482632,0.320077400121031,0.197936263698439,0.331436618721751,0.320623591005182,0.279423096942306,0.192,0.252,0.00683371298405467,NA
"FBgn0053203","CG33203","3R",24696334,24714723,0.7,0,0,0,0,0.776135474439363,1,NA,NA,0.502787274921152,0.622794047550651,0.320623591005182,0.279423096942306,0.788,0.829,0,NA
"FBgn0039609","CG14529","3R",24698627,24700753,0.8,0,0,0,0,NA,NA,NA,NA,0.367365913284431,0.509105412222398,0.320623591005182,0.279423096942306,0.322,0.38,0,NA
"FBgn0039611","CG14528","3R",24701345,24703529,0.9,0,0,0,0,1,NA,NA,NA,0.618170911445203,0.614644281631919,0.320623591005182,0.279423096942306,0.58,0.864,0,NA
"FBgn0039613","CG14527","3R",24706525,24708627,0.2,0,0,0,0,1,NA,NA,NA,0.544453446181197,0.729848138753706,0.320623591005182,0.279423096942306,0.764,0.736,0,NA
"FBgn0027578","CG14526","3R",24709415,24711737,0.3,0,0,0,0,1,NA,NA,NA,0.637807268038335,0.734036212450354,0.320623591005182,0.279423096942306,0.868,0.754,0,NA
"FBgn0039616","CG11828","3R",24748766,24750808,0.5,0,0,0,0,0.437521816168853,NA,NA,NA,0.14175087112119,0.350601191668182,0.320623591005182,0.279423096942306,0.404,0.549,0.0033955857385399,NA
"FBgn0039617","CG14521","3R",24750717,24796076,0.6,0,0,0,0,1,NA,NA,NA,0.408675611051791,0.751171101160194,0.320623591005182,0.279423096942306,0.174,0.236,0.0426829268292683,NA
"FBgn0039633","CG11873","3R",24890065,24932543,0.5,0,0,0,0,0.1931198138343,NA,NA,NA,0.583657197175236,0.438298700998952,NA,NA,0.212,0.153,0,NA
"FBgn0039634","CG11874","3R",24934775,24938542,0.6,0,0,0,0,0.835884850809433,NA,NA,NA,0.278864922702258,0.363961394853123,NA,NA,0.85,0.682,0,NA
